Released versions,,,,,
Version,Date,ProductCode,UpgradeCode,Compiler,Targets
v1.10.2,2007-12-23 17:58:27.578000,838A79D3-428B-4491-BE9D-CDFD2325279A,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.3,2007-12-28 11:46:38.515000,7E2E24EA-7260-4797-8721-954B24A92A38,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.4,2008-01-01 08:49:02.468000,FCE4389A-36E3-4F2A-BEFD-3142281BDA6B,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.5,2008-02-09 16:21:50.500000,15DB97AD-5B78-463C-988C-34C5ECF764E6,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.6,2008-06-04 16:30:10.312000,5796D081-0B70-40E4-9711-33E632764D2D,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.7,2008-06-11 09:58:43.750000,92C0E44A-62ED-4509-AE16-CD273616996B,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.8,2008-09-24 13:29:21.859000,B9DBCB0E-B9A9-4FB8-8482-CCD351C10A34,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.9,2008-12-19 15:49:16.328000,F59D0FB5-DC16-405B-A881-289764185382,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.10,2009-02-25 10:39:11.781000,B2A3FC91-082D-413A-9FCB-B4CFB2868B6F,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98

v2.0.0.2297,2009-04-13,75A3640A-77E9-4083-8F61-6F7626AC1653,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.0.2300,2009-04-15 07:55:12.921000,417A8C2D-4701-4B5E-9792-1F42D2895582,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.0.2301,2009-04-16 07:57:02.187000,63FF2259-741C-46DE-9A64-E01E50556437,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.0.2301,2009-04-16 19:11:53.125000,B89563C8-9147-40C0-8EB5-1899CEBA22E2,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.0.2304,2009-04-19 21:13:36.703000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.0.2360,2009-06-15 20:02:16.406000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.0.2388,2009-07-12 19:37:19.968000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.0.2389,2009-07-13 19:03:56.468000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.0.2390,2009-07-14 08:20:10.921000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.1.2416,2009-08-09 10:51:12.625000,7005DA73-6B43-449A-B888-992C544B2E65,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.2.2420,2009-08-13 07:49:16.500000,620A4AC7-E174-4AA7-B92E-017F1C104623,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.3.2422,2009-08-15 11:10:48.984000,9223E6E1-D442-4299-AC42-8016D4804087,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.0.4.2448,2009-09-10 19:46:42.156000,5E68DEC5-825B-4AEB-9E04-C459B75539CB,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.1.0.2499,2009-10-31 14:20:58.140000,4FF61CB8-F4AA-41A7-9FAB-E69C7DB7C377,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.1.1.2500,2009-11-01 10:00:29.390000,D878F028-10D3-4848-B08C-B861713041F9,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.1.2.2524,2009-11-25 09:42:45.906000,BA23CA81-3B2D-4F91-85C1-130C21E2ADDB,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.1.3.2565,2010-01-05 21:58:29.781000,C825352E-7379-4026-92AD-B1F1788CD675,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.1.4.2567,2010-01-07 19:56:40.750000,AC42D5E9-44E5-4923-B6CC-F2BE03ECEC3E,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.2.0.2669,2010-04-19 19:54:18.827000,6E4AC8B6-8F29-4FCC-8C1E-AE3A8FE98889,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.2.1.2669,2010-04-19 22:41:18.687000,86EC39B2-B3ED-4DAC-A01D-F166F8AE96AD,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.2.2.2793,2010-08-21 12:18:11.406000,8208E5EF-5494-45AD-ADD7-1A1EB49AEF74,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.2.3.2809,2010-09-06 17:30:37.343000,D709AD31-67DC-4A95-AC27-E29AE4B7AA5C,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.2.4.2871,2010-11-07 12:05:33.796000,564010FC-EB0A-4226-AB2E-6CB6BA99C99C,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.2.5.2918,2010-12-24 10:21:52.359000,40058D7D-A47F-4619-965D-FE3A54038B2C,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.2.6.2947,2011-01-22 16:28:52.333000,97A78325-3AA4-4E68-B74C-288395725EF8,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64
v2.2.7.3038,2011-04-23 10:09:53.119000,1C218B14-91FB-46E6-8642-74BADFFDD484,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32,x64

"Start generating unique prodcode for every target"
v2.2.8.3075,2011-05-30 10:12:37.382000,{FF3EE6A0-A967-4602-8A68-89A1075E7B7D},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.2.8.3075,2011-05-30 10:13:09.277000,{C126393E-5C47-4BB7-B6B7-E527A0F10568},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.3.0.3150,2011-08-13 22:50:03.773000,{AF29C512-C4F0-4771-8423-0459C4531EDB},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.0.3150,2011-08-13 22:50:29.497000,{B3073AB0-3A2B-4244-AA45-67990EA84327},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.1.3213,2011-10-15 10:30:05.780000,{C0E14262-DD93-44F2-B506-0CDE48D05C56},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.1.3213,2011-10-15 10:30:33.951000,{BF768E4F-865E-417E-951C-F147864EDEEA},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.2.3291,2012-01-01 09:04:22.051000,{BF714849-FAC8-4C28-9236-F62B49B55EE6},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.2.3291,2012-01-01 09:04:49.687000,{58AF77E2-E250-4F14-9351-28235A70BD58},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.3.3294,2012-01-04 22:11:08.999000,{511EFC5C-32B2-400E-8764-F0DFA24034BF},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.3.3294,2012-01-04 22:11:36.194000,{9B927C85-EC5D-46B1-8F6D-C2A997FA4F56},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.4.3295,2012-01-05 19:25:09.675000,{32CB6A4E-A1F1-4D60-8C43-76464F7C1119},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.4.3295,2012-01-05 19:25:36.113000,{A9632184-4BEB-4D8B-87CF-B87F957B2D32},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.5.3389,2012-04-08 12:30:38.840000,{0AB41913-C752-4A68-9BED-2E8DC0140205},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.5.3389,2012-04-08 12:31:07.091000,{4EEADB02-1E0E-4DB4-90AC-87C58861A831},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.6.3476,2012-07-04 12:07:31.879000,{EC19A090-E6F0-4230-8751-3B09A16FA485},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.6.3476,2012-07-04 12:08:35.372000,{1874483F-0CA7-4C0A-B807-3DC19879018D},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.7.80,2012-07-28 10:55:09.721000,{1025A59B-A4E8-4057-8572-74E736BFFDDD},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.7.80,2012-07-28 10:55:36.391000,{B1900DB4-588F-48FD-83E5-8478A8C09D6C},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.7.81,2012-07-28 11:58:18.294000,{3972A85B-E27B-48FE-B35C-4CB413EC6CC8},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.7.81,2012-07-28 11:58:42.852000,{686D08D2-92BB-4A21-BEE4-F1B34AD0BBB0},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.8.82,2012-09-23 17:44:13.431000,{D6752576-52EE-49DE-BBA9-9FC8518B9349},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.8.82,2012-09-23 17:44:41.453000,{67306EC3-D828-4570-83C9-7BD5151FEE9A},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.9.83,2012-11-23 09:22:37.202000,{5CF1AEAC-9A79-4165-8BCB-F00BA8AD2C00},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.9.83,2012-11-23 09:23:06.102000,{8F7A3596-5C68-43E4-8098-71F08AA11149},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.10.84,2012-11-30 10:33:56.145000,{1B684451-E6BE-4499-941E-E1DFB1EC2F00},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.10.84,2012-11-30 10:34:22.787000,{108C353A-33DE-4501-8D3C-81038BE0CDB3},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.11.85,2013-03-09 11:24:16.818000,{485F5D85-3997-4B50-BD6F-66B44B29E9DC},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.11.85,2013-03-09 11:24:42.438000,{1727C86B-6B45-4549-9502-BC39470C540E},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.12.86,2013-05-18 11:23:48.375000,{B52132C0-AF0C-496B-8E4F-74C1A5EEAF21},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.12.86,2013-05-18 11:24:15.153000,{85540938-484E-4A17-A5E3-0C3F1AAD3283},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.3.13.87,2013-08-11 09:56:19.674000,{2CFCA8FF-50C2-4F0A-9137-597DD5F5D595},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.3.13.87,2013-08-11 09:56:48.986000,{A688AE07-58BB-44B9-A445-6BB54976BA1F},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.4.0.88,2013-11-27 12:29:36.080000,{6070B9D7-DF79-482C-897C-D2B1E458E193},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.4.0.88,2013-11-27 12:43:50.093000,{BFCAA5C6-443C-4B87-A7B0-7DDC9790D051},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.4.0.88,2013-11-27 12:44:17.192000,{C8BC9A1F-6C95-4983-B130-8EE0C31628F0},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.4.1.89,2014-05-18 09:03:41.336000,{32712939-47C8-42E6-82EC-EA0B2299D6D9},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.4.1.89,2014-05-18 09:04:08.683000,{BE7384C5-D9DD-4D2D-AB92-FD82B0540B6A},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.4.2.90,2014-05-18 14:50:04.953000,{7EC269F8-D0AA-4B08-BB1F-6FA167427508},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.4.2.90,2014-05-18 14:50:47.683000,{E67752B7-CE70-4CB1-8C6F-1C130B7E6054},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.4.3.91,2014-08-16 09:54:52.686000,{6AA3CCC0-96A2-4EDD-878A-21A897149BF7},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.4.3.91,2014-08-16 09:55:19.705000,{8FE942B5-8C51-41B4-A774-E37F5ADCEA69},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.4.4.92,2014-08-17 08:40:52.155000,{81EE3ABC-A01E-4245-B326-4A618450C5CA},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.4.4.92,2014-08-17 08:41:22.235000,{BE25438E-32A5-437F-A16A-1FC8C6051930},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v2.4.5.93,2014-11-29 11:29:45.242000,{339A5F71-EB1E-4EF9-A5DB-FD66AE2A7F72},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v2.4.5.93,2014-11-29 11:30:05.320000,{5469FBB3-54AF-4F85-9A39-CC21424D851D},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v3.0.0.94,2014-11-29 12:39:26.260000,{47C09B38-2622-45DB-914B-CAB086E78D74},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v3.0.0.94,2014-11-29 12:39:52.155000,{942B93C2-15C7-418B-938C-5E5E1FFE4FD7},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v3.1.0.95,2015-01-02 09:09:05.255000,{5B9D92E3-D714-4065-A6F5-FA26069156A6},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v3.1.0.95,2015-01-02 09:09:46.375000,{B1166DAC-7FB2-47B5-AFDC-ED8A8B924D66},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v3.1.1.96,2015-05-24 09:27:04.809000,{81AA0EFC-BDE4-4AD2-9378-1A42FA2C3C1F},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v3.1.1.96,2015-05-24 09:27:39.554000,{A6C57032-F374-4E8B-B6A2-7D7ABB67B302},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v3.1.2.97,2015-09-12 13:12:59.242000,{C2032E25-DB11-48CC-8B1E-57F5AED7205F},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v3.1.2.97,2015-09-12 13:13:30.541000,{E3E82161-A538-4E73-8739-F0603FB016A9},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v3.1.2.97,2015-09-12 14:26:24.524000,{3F454D04-64C4-4BE4-9F2D-4B6F2C08925E},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v3.1.2.97,2015-09-12 14:38:54.187000,{19CE698C-BC2C-4B17-83FC-E89419D1988E},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v3.1.3.98,2015-11-28 09:03:47.342000,{1F01C084-89F8-47F9-8ED0-CF0FBDD7ABC8},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v3.1.3.98,2015-11-28 09:04:16.515000,{DAB30BC5-C827-41A9-ACB8-8139BEE231CB},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
v3.2.0.99,2016-07-05 19:04:10.870717,{91DD4F7D-E232-4C2C-A22F-EE8218C8C284},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,win32
v3.2.0.99,2016-07-05 19:04:51.393371,{8F11CC64-F89D-4D87-BDF3-46C323806FA0},4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC10,x64
